"text","label","explain"
"Laboratory for Computer Science","ORG","Companies, agencies, institutions, etc."
"LCS","ORG","Companies, agencies, institutions, etc."
"MIT","ORG","Companies, agencies, institutions, etc."
"4","CARDINAL","Numerals that do not fall under another type"
"First","ORDINAL","""first"", ""second"", etc."
"MIT","ORG","Companies, agencies, institutions, etc."
"MIT","ORG","Companies, agencies, institutions, etc."
"MIT","ORG","Companies, agencies, institutions, etc."
"LCS","ORG","Companies, agencies, institutions, etc."
"one","CARDINAL","Numerals that do not fall under another type"
"LCS","ORG","Companies, agencies, institutions, etc."
"BORAX","ORG","Companies, agencies, institutions, etc."
"First","ORDINAL","""first"", ""second"", etc."
"MIT","ORG","Companies, agencies, institutions, etc."
"Second","ORDINAL","""first"", ""second"", etc."
"few days","DATE","Absolute or relative dates or periods"
"882","CARDINAL","Numerals that do not fall under another type"
"883","CARDINAL","Numerals that do not fall under another type"
"973","CARDINAL","Numerals that do not fall under another type"
"974","CARDINAL","Numerals that do not fall under another type"
"IP","ORG","Companies, agencies, institutions, etc."
"IP","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Ethernet","PERSON","People, including fictional"
"Ethernet","ORG","Companies, agencies, institutions, etc."
"more than one","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"128.6.4","CARDINAL","Numerals that do not fall under another type"
"128.6.3","CARDINAL","Numerals that do not fall under another type"
"IP","GPE","Countries, cities, states"
"first","ORDINAL","""first"", ""second"", etc."
"several hundred","CARDINAL","Numerals that do not fall under another type"
"One","CARDINAL","Numerals that do not fall under another type"
"ICMP","ORG","Companies, agencies, institutions, etc."
"128.6.4","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"128.6.4.59","QUANTITY","Measurements, as of weight or distance"
"Rutgers","ORG","Companies, agencies, institutions, etc."
"128.6.4.59","CARDINAL","Numerals that do not fall under another type"
"MIT","ORG","Companies, agencies, institutions, etc."
"MIT","ORG","Companies, agencies, institutions, etc."
"18","CARDINAL","Numerals that do not fall under another type"
"18","CARDINAL","Numerals that do not fall under another type"
"18","CARDINAL","Numerals that do not fall under another type"
"MIT","ORG","Companies, agencies, institutions, etc."
"ICMP protocol","LAW","Named documents made into laws."
"ICMP","ORG","Companies, agencies, institutions, etc."
"IP","ORG","Companies, agencies, institutions, etc."
"32","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"24","CARDINAL","Numerals that do not fall under another type"
"IP","ORG","Companies, agencies, institutions, etc."
"24 bits","QUANTITY","Measurements, as of weight or distance"
"48","CARDINAL","Numerals that do not fall under another type"
"32","CARDINAL","Numerals that do not fall under another type"
"three","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"126","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"three","CARDINAL","Numerals that do not fall under another type"
"24","CARDINAL","Numerals that do not fall under another type"
"126","CARDINAL","Numerals that do not fall under another type"
"ARPAnet","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"first","ORDINAL","""first"", ""second"", etc."
"two","CARDINAL","Numerals that do not fall under another type"
"128.1","CARDINAL","Numerals that do not fall under another type"
"191.254","CARDINAL","Numerals that do not fall under another type"
"0","CARDINAL","Numerals that do not fall under another type"
"255","CARDINAL","Numerals that do not fall under another type"
"127","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"16 bits","QUANTITY","Measurements, as of weight or distance"
"64516","CARDINAL","Numerals that do not fall under another type"
"three","CARDINAL","Numerals that do not fall under another type"
"192.1.1","ORG","Companies, agencies, institutions, etc."
"223.254.254","CARDINAL","Numerals that do not fall under another type"
"only 254","CARDINAL","Numerals that do not fall under another type"
"223","CARDINAL","Numerals that do not fall under another type"
"0","CARDINAL","Numerals that do not fall under another type"
"255","CARDINAL","Numerals that do not fall under another type"
"0","CARDINAL","Numerals that do not fall under another type"
"0.0.0.23","CARDINAL","Numerals that do not fall under another type"
"23","CARDINAL","Numerals that do not fall under another type"
"255","CARDINAL","Numerals that do not fall under another type"
"128.6.4","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"ARPAnet","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"255","CARDINAL","Numerals that do not fall under another type"
"0","CARDINAL","Numerals that do not fall under another type"
"255","CARDINAL","Numerals that do not fall under another type"
"0","CARDINAL","Numerals that do not fall under another type"
"127","CARDINAL","Numerals that do not fall under another type"
"223","CARDINAL","Numerals that do not fall under another type"
"1500","CARDINAL","Numerals that do not fall under another type"
"ARPAnet","FAC","Buildings, airports, highways, bridges, etc."
"IP","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"TCP","ORG","Companies, agencies, institutions, etc."
"TCP","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"two","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"IP","ORG","Companies, agencies, institutions, etc."
"Arpanet","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"1500","CARDINAL","Numerals that do not fall under another type"
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Arpanet","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"576","CARDINAL","Numerals that do not fall under another type"
"576","CARDINAL","Numerals that do not fall under another type"
"Introduction","ORG","Companies, agencies, institutions, etc."
"Protocols  Phrack Inc.","ORG","Companies, agencies, institutions, etc."
"Three","CARDINAL","Numerals that do not fall under another type"
"3","CARDINAL","Numerals that do not fall under another type"
"12","CARDINAL","Numerals that do not fall under another type"
"IP","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"one","CARDINAL","Numerals that do not fall under another type"
"IP","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"ARP","ORG","Companies, agencies, institutions, etc."
"Ethernet","PERSON","People, including fictional"
"ARP","ORG","Companies, agencies, institutions, etc."
"ARP","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"8 0 20 1 56 34","DATE","Absolute or relative dates or periods"
"ARP","ORG","Companies, agencies, institutions, etc."
"ARP","ORG","Companies, agencies, institutions, etc."
"ARP","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Ethernet","PERSON","People, including fictional"
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"hundreds","CARDINAL","Numerals that do not fall under another type"
"RFC","ORG","Companies, agencies, institutions, etc."
"RFC","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"RFC","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"RFC","ORG","Companies, agencies, institutions, etc."
"RFC","ORG","Companies, agencies, institutions, etc."
"791","CARDINAL","Numerals that do not fall under another type"
"1009","DATE","Absolute or relative dates or periods"
"IP","ORG","Companies, agencies, institutions, etc."
"FTP","ORG","Companies, agencies, institutions, etc."
"Protocol","LAW","Named documents made into laws."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"rfc825      ","NORP","Nationalities or religious or political groups"
"3","CARDINAL","Numerals that do not fall under another type"
"UUCP","ORG","Companies, agencies, institutions, etc."
"days","DATE","Absolute or relative dates or periods"
"Protocol","FAC","Buildings, airports, highways, bridges, etc."
"Protocol","LAW","Named documents made into laws."
"Ethernet","ORG","Companies, agencies, institutions, etc."
"Catenet","PERSON","People, including fictional"
"TCP","ORG","Companies, agencies, institutions, etc."
"TCP      ","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"rfc827,888,904,975,985","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"EGP","ORG","Companies, agencies, institutions, etc."
"three","CARDINAL","Numerals that do not fall under another type"
"DDN Network Information Center","ORG","Companies, agencies, institutions, etc."
"SRI International","ORG","Companies, agencies, institutions, etc."
"SRI","ORG","Companies, agencies, institutions, etc."
"IENs       ien ien","PERSON","People, including fictional"
"UUCP","ORG","Companies, agencies, institutions, etc."
"FTP","ORG","Companies, agencies, institutions, etc."
"UUCP","ORG","Companies, agencies, institutions, etc."
"UUCP","ORG","Companies, agencies, institutions, etc."
"ien xxx.txt                                        END","PERSON","People, including fictional"
"Three","MONEY","Monetary values, including unit"
"29","CARDINAL","Numerals that do not fall under another type"
"4","CARDINAL","Numerals that do not fall under another type"
"12","CARDINAL","Numerals that do not fall under another type"
